"REF_DATE","GEO","DGUID","Estimate","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-10","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1005.66","B","","","2"
"2021-11","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1014.52","B","","","2"
"2021-12","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1032.84","B","","","2"
"2022-01","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1034.26","B","","","2"
"2022-02","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1044.77","B","","","2"
"2022-03","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1068.93","B","","","2"
"2022-04","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1071.19","B","","","2"
"2022-05","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1068.56","B","","","2"
"2022-06","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1075.43","B","","","2"
"2022-07","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1072.19","B","","","2"
"2022-08","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1062.89","B","","","2"
"2022-09","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1064.53","B","","","2"
"2022-10","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1076.17","B","","","2"
"2022-11","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1078.38","B","","","2"
"2022-12","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1079.33","B","","","2"
"2023-01","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1082.86","B","","","2"
"2023-02","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1090.24","B","","","2"
"2023-03","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1093.35","B","","","2"
"2023-04","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1094.66","B","","","2"
"2023-05","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1100.32","B","","","2"
"2023-06","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1093.61","B","","","2"
"2023-07","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1103.64","B","","","2"
"2023-08","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1118.34","B","","","2"
"2023-09","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1123.30","B","","","2"
"2023-10","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1112.62","B","","","2"
"2023-11","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1119.04","B","","","2"
"2023-12","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1116.76","B","","","2"
"2024-01","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1131.20","B","","","2"
"2024-02","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1135.10","B","","","2"
"2024-03","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1129.76","B","","","2"
"2024-04","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1116.17","B","","","2"
"2024-05","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1119.74","B","","","2"
"2024-06","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1131.66","B","","","2"
"2024-07","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1144.53","B","","","2"
"2024-08","New Brunswick","2021A000213","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027350","5.5","1158.30","B","","","2"
"2017-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","888.22","A","","","2"
"2017-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","886.51","A","","","2"
"2017-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","893.15","A","","","2"
"2017-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","895.13","A","","","2"
"2017-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","895.97","A","","","2"
"2017-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","892.55","A","","","2"
"2017-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","899.57","A","","","2"
"2017-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","910.71","A","","","2"
"2017-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","913.46","A","","","2"
"2017-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","911.62","A","","","2"
"2017-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","922.78","A","","","2"
"2017-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","921.33","A","","","2"
"2018-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","917.65","A","","","2"
"2018-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","927.07","A","","","2"
"2018-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","930.61","A","","","2"
"2018-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","925.34","A","","","2"
"2018-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","926.00","A","","","2"
"2018-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","934.63","A","","","2"
"2018-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","928.13","A","","","2"
"2018-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","936.73","A","","","2"
"2018-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","929.36","A","","","2"
"2018-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","936.21","A","","","2"
"2018-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","936.55","A","","","2"
"2018-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","943.86","A","","","2"
"2019-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","947.78","A","","","2"
"2019-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","947.62","A","","","2"
"2019-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","946.02","A","","","2"
"2019-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","951.29","A","","","2"
"2019-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","957.44","A","","","2"
"2019-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","963.65","A","","","2"
"2019-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","962.16","A","","","2"
"2019-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","968.20","A","","","2"
"2019-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","975.48","B","","","2"
"2019-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","977.92","A","","","2"
"2019-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","982.74","A","","","2"
"2019-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","988.95","A","","","2"
"2020-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","994.20","B","","","2"
"2020-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","985.67","B","","","2"
"2020-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","994.64","B","","","2"
"2020-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1048.53","B","","","2"
"2020-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1075.16","B","","","2"
"2020-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1060.56","B","","","2"
"2020-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1049.77","B","","","2"
"2020-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1052.01","B","","","2"
"2020-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1049.45","B","","","2"
"2020-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1056.77","B","","","2"
"2020-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1058.41","B","","","2"
"2020-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1058.38","B","","","2"
"2021-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1074.43","B","","","2"
"2021-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1067.59","A","","","2"
"2021-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1061.10","B","","","2"
"2021-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1066.09","B","","","2"
"2021-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1069.90","B","","","2"
"2021-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1062.89","B","","","2"
"2021-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1054.50","B","","","2"
"2021-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1071.14","B","","","2"
"2021-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1079.54","B","","","2"
"2021-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1075.61","B","","","2"
"2021-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1082.23","B","","","2"
"2021-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1088.06","B","","","2"
"2022-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1096.13","B","","","2"
"2022-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1109.01","B","","","2"
"2022-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1115.62","B","","","2"
"2022-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1113.83","B","","","2"
"2022-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1109.11","B","","","2"
"2022-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1105.38","B","","","2"
"2022-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1119.42","B","","","2"
"2022-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1117.40","B","","","2"
"2022-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1116.55","B","","","2"
"2022-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1124.37","B","","","2"
"2022-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1121.12","B","","","2"
"2022-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1128.43","B","","","2"
"2023-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1134.73","B","","","2"
"2023-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1123.77","B","","","2"
"2023-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1127.92","B","","","2"
"2023-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1138.61","B","","","2"
"2023-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1150.81","B","","","2"
"2023-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1158.61","B","","","2"
"2023-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1161.56","B","","","2"
"2023-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1166.33","B","","","2"
"2023-09","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1172.71","B","","","2"
"2023-10","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1175.30","B","","","2"
"2023-11","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1184.69","B","","","2"
"2023-12","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1166.86","B","","","2"
"2024-01","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1172.95","B","","","2"
"2024-02","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1175.34","B","","","2"
"2024-03","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1183.61","B","","","2"
"2024-04","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1184.97","B","","","2"
"2024-05","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1194.00","B","","","2"
"2024-06","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1193.40","B","","","2"
"2024-07","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1209.22","B","","","2"
"2024-08","Quebec","2021A000224","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027361","6.5","1221.15","B","","","2"
"2017-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","987.01","A","","","2"
"2017-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","984.73","A","","","2"
"2017-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","984.13","A","","","2"
"2017-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","988.70","A","","","2"
"2017-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","986.34","A","","","2"
"2017-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","986.75","A","","","2"
"2017-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","984.01","A","","","2"
"2017-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","991.29","A","","","2"
"2017-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1001.62","A","","","2"
"2017-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1000.15","A","","","2"
"2017-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1007.48","A","","","2"
"2017-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1009.20","A","","","2"
"2018-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1012.57","A","","","2"
"2018-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1018.66","A","","","2"
"2018-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1015.46","A","","","2"
"2018-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1013.71","A","","","2"
"2018-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1012.48","A","","","2"
"2018-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1019.70","A","","","2"
"2018-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1016.95","A","","","2"
"2018-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1023.26","A","","","2"
"2018-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1024.90","A","","","2"
"2018-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1030.64","A","","","2"
"2018-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1034.21","A","","","2"
"2018-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1032.32","A","","","2"
"2019-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1028.33","A","","","2"
"2019-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1030.02","A","","","2"
"2019-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1036.14","A","","","2"
"2019-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1040.24","A","","","2"
"2019-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1051.00","A","","","2"
"2019-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1036.70","A","","","2"
"2019-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1050.32","A","","","2"
"2019-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1056.06","A","","","2"
"2019-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1062.62","B","","","2"
"2019-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1066.56","B","","","2"
"2019-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1062.78","B","","","2"
"2019-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1066.66","B","","","2"
"2020-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1062.73","B","","","2"
"2020-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1063.58","B","","","2"
"2020-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1061.91","B","","","2"
"2020-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1129.86","B","","","2"
"2020-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1165.22","B","","","2"
"2020-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1149.04","B","","","2"
"2020-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1151.85","B","","","2"
"2020-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1147.16","B","","","2"
"2020-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1147.79","B","","","2"
"2020-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1142.70","B","","","2"
"2020-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1150.91","B","","","2"
"2020-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1154.31","B","","","2"
"2021-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1171.81","B","","","2"
"2021-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1181.08","B","","","2"
"2021-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1160.46","B","","","2"
"2021-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1161.80","B","","","2"
"2021-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1173.23","B","","","2"
"2021-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1153.30","B","","","2"
"2021-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1159.95","B","","","2"
"2021-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1166.76","B","","","2"
"2021-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1163.68","B","","","2"
"2021-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1171.11","B","","","2"
"2021-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1159.60","B","","","2"
"2021-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1166.74","B","","","2"
"2022-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1182.37","B","","","2"
"2022-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1188.52","B","","","2"
"2022-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1200.36","B","","","2"
"2022-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1191.26","B","","","2"
"2022-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1189.52","B","","","2"
"2022-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1182.44","B","","","2"
"2022-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1190.67","B","","","2"
"2022-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1193.30","B","","","2"
"2022-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1200.75","B","","","2"
"2022-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1200.96","B","","","2"
"2022-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1203.68","B","","","2"
"2022-12","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1195.36","B","","","2"
"2023-01","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1211.02","B","","","2"
"2023-02","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1209.67","B","","","2"
"2023-03","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1216.48","B","","","2"
"2023-04","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1229.08","B","","","2"
"2023-05","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1230.60","B","","","2"
"2023-06","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1231.77","B","","","2"
"2023-07","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1240.46","B","","","2"
"2023-08","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1241.26","B","","","2"
"2023-09","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1241.32","B","","","2"
"2023-10","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1244.32","B","","","2"
"2023-11","Ontario","2021A000235","Average weekly earnings including overtime for all employees","Dollars","81","units","0","v54027372","7.5","1241.09","B","","","2"
