Year,GEO,Products,Average_Price
2024,Alberta,"Chicken breasts, per kilogram",16.44125
2024,Alberta,"Cream, 1 litre",4.73
2024,Alberta,"Cucumber, unit",1.915
2024,Alberta,"Dry or fresh pasta, 500 grams",3.21625
2024,Alberta,"Eggs, 1 dozen",4.88125
2024,Alberta,"Flatbread and pita, 500 grams ",3.9699999999999998
2024,Alberta,"Grapes, per kilogram",9.30625
2024,Alberta,"Ground beef, per kilogram",12.758750000000001
2024,Alberta,"Iceberg lettuce, unit",3.15625
2024,Alberta,"Infant formula, 900 grams ",43.4375
2024,Alberta,"Ketchup, 1 litre",4.57875
2024,Alberta,"Lemons, unit",0.9412499999999999
2024,Alberta,"Limes, unit",0.8
2024,Alberta,"Margarine, 907 grams",7.39625
2024,Alberta,"Mayonnaise, 890 millilitres ",6.2524999999999995
2024,Alberta,"Meatless burgers, 226 grams",6.13
2024,Alberta,"Milk, 4 litres",5.93625
2024,Alberta,"Onions, per kilogram",5.615
2024,Alberta,"Orange juice, 2 litres",5.5125
2024,Alberta,"Oranges, per kilogram",4.135
2024,Alberta,"Pasta sauce, 650 millilitres",3.0325
2024,Alberta,"Peanuts, 450 grams",4.10875
2024,Alberta,"Pears, per kilogram",5.6025
2024,Alberta,"Peppers, per kilogram",8.27625
2024,Alberta,"Pork loin cuts, per kilogram",9.83375
2024,Alberta,"Potatoes, per kilogram",4.8575
2024,Alberta,"Roasted or ground coffee, 340 grams",6.3625
2024,Alberta,"Salad dressing, 475 millilitres",3.54375
2024,Alberta,"Salmon, per kilogram",26.94375
2024,Alberta,"Salsa, 418 millilitres",4.755
2024,Alberta,"Shrimp, 300 grams",7.2162500000000005
2024,Alberta,"Squash, per kilogram",4.7925
2024,Alberta,Tea (20 bags),4.545
2024,Alberta,"Tofu, 350 grams ",2.62875
2024,Alberta,"Tomatoes, per kilogram",5.09875
2024,Alberta,"Vegetable oil, 3 litres",13.01125
2024,Alberta,"Wheat flour, 2.5 kilograms",5.2775
2024,Alberta,"White bread, 675 grams",3.41875
2024,Alberta,"White rice, 2 kilograms",8.5975
2024,Alberta,"White sugar, 2 kilograms",3.1
2024,Alberta,"Wieners, 400 grams",4.30625
2024,Alberta,"Yogurt, 500 grams",3.4825
2017,British Columbia,"Almonds, 200 grams",4.1450000000000005
2017,British Columbia,"Apple juice, 2 litres",2.9008333333333334
2017,British Columbia,"Apples, per kilogram",3.9774999999999996
2017,British Columbia,"Avocado, unit",1.9566666666666668
2017,British Columbia,"Baby food, 128 millilitres",1.2908333333333333
2017,British Columbia,"Bacon, 500 grams",6.016666666666667
2017,British Columbia,"Bananas, per kilogram",1.5616666666666668
2017,British Columbia,"Block cheese, 500 grams",6.163333333333333
2017,British Columbia,"Broccoli, unit",2.6041666666666665
2017,British Columbia,"Brown rice, 900 grams ",4.569166666666667
2017,British Columbia,"Butter, 454 grams",4.291666666666667
2017,British Columbia,"Cabbage, per kilogram",1.9574999999999998
2017,British Columbia,"Canned beans and lentils, 540 millilitres",1.1616666666666666
2017,British Columbia,"Canned soup, 284 millilitres",1.4333333333333333
2017,British Columbia,"Cantaloupe, unit",2.7908333333333335
2017,British Columbia,"Celery, unit",2.0941666666666667
2017,British Columbia,"Cereal, 400 grams",3.230833333333333
2017,British Columbia,"Chicken breasts, per kilogram",13.097500000000002
